ativo,target,janela,tecnica,data,target_pred,resultado_real,valor_obtido
VALE3-50,1.015,15,RNA,2005-02-22,1,0.0982658959537572,117121.58808933002
VALE3-50,1.015,15,RNA,2005-02-23,1,0.0602678571428569,117121.58808933002
VALE3-50,1.015,15,RNA,2005-02-24,1,-0.0656084656084655,109437.42040516235
VALE3-50,1.015,15,RNA,2005-02-25,1,-0.0151351351351352,109437.42040516235
VALE3-50,1.015,15,RNA,2005-02-28,1,0.0585585585585584,109437.42040516235
VALE3-50,1.015,15,RNA,2005-03-01,1,0.1066048667439165,109437.42040516235
VALE3-50,1.015,15,RNA,2005-03-02,1,0.0437158469945355,114221.56993107109
VALE3-50,1.015,15,RNA,2005-03-03,1,0.0369163952225841,114221.56993107109
VALE3-50,1.015,15,RNA,2005-03-04,0,-0.063157894736842,114221.56993107109
VALE3-50,1.015,15,RNA,2005-03-07,0,-0.0430570505920343,114221.56993107109
VALE3-50,1.015,15,RNA,2005-03-08,0,0.0197152245345015,114221.56993107109
VALE3-50,1.015,15,RNA,2005-03-09,1,-0.0492341356673962,108597.96966094176
VALE3-50,1.015,15,RNA,2005-03-10,1,-0.0496688741721855,108597.96966094176
VALE3-50,1.015,15,RNA,2005-03-11,1,0.0157480314960629,108597.96966094176
VALE3-50,1.015,15,RNA,2005-03-14,1,0.0191873589164786,110681.6778824271
VALE3-50,1.015,15,RNA,2005-03-15,0,0.0436280137772673,110681.6778824271
VALE3-50,1.015,15,RNA,2005-03-16,1,0.0619158878504673,110681.6778824271
VALE3-50,1.015,15,RNA,2005-03-17,0,-0.0887902330743617,110681.6778824271
VALE3-50,1.015,15,Random Forest,2005-02-18,1,0.1712158808933002,117121.58808933002
VALE3-50,1.015,15,Random Forest,2005-02-21,1,0.0907003444316876,117121.58808933002
VALE3-50,1.015,15,Random Forest,2005-02-22,1,0.0982658959537572,117121.58808933002
VALE3-50,1.015,15,Random Forest,2005-02-23,1,0.0602678571428569,117121.58808933002
VALE3-50,1.015,15,Random Forest,2005-02-24,1,-0.0656084656084655,109437.42040516235
VALE3-50,1.015,15,Random Forest,2005-02-25,1,-0.0151351351351352,109437.42040516235
VALE3-50,1.015,15,Random Forest,2005-02-28,1,0.0585585585585584,109437.42040516235
VALE3-50,1.015,15,Random Forest,2005-03-01,1,0.1066048667439165,109437.42040516235
VALE3-50,1.015,15,Random Forest,2005-03-02,1,0.0437158469945355,114221.56993107109
VALE3-50,1.015,15,Random Forest,2005-03-03,1,0.0369163952225841,114221.56993107109
VALE3-50,1.015,15,Random Forest,2005-03-04,1,-0.063157894736842,114221.56993107109
VALE3-50,1.015,15,Random Forest,2005-03-07,1,-0.0430570505920343,114221.56993107109
VALE3-50,1.015,15,Random Forest,2005-03-08,1,0.0197152245345015,116473.47382894544
VALE3-50,1.015,15,Random Forest,2005-03-09,1,-0.0492341356673962,116473.47382894544
VALE3-50,1.015,15,Random Forest,2005-03-10,1,-0.0496688741721855,116473.47382894544
VALE3-50,1.015,15,Random Forest,2005-03-11,1,0.0157480314960629,116473.47382894544
VALE3-50,1.015,15,Random Forest,2005-03-14,1,0.0191873589164786,118708.2921755505
VALE3-50,1.015,15,Random Forest,2005-03-15,1,0.0436280137772673,118708.2921755505
VALE3-50,1.015,15,Random Forest,2005-03-16,1,0.0619158878504673,118708.2921755505
VALE3-50,1.015,15,Random Forest,2005-03-17,0,-0.0887902330743617,118708.2921755505
VALE3-50,1.015,15,SVC,2005-02-18,1,0.1712158808933002,117121.58808933002
VALE3-50,1.015,15,SVC,2005-02-21,1,0.0907003444316876,117121.58808933002
VALE3-50,1.015,15,SVC,2005-02-22,1,0.0982658959537572,117121.58808933002
VALE3-50,1.015,15,SVC,2005-02-23,1,0.0602678571428569,117121.58808933002
VALE3-50,1.015,15,SVC,2005-02-24,1,-0.0656084656084655,109437.42040516235
VALE3-50,1.015,15,SVC,2005-02-25,1,-0.0151351351351352,109437.42040516235
VALE3-50,1.015,15,SVC,2005-02-28,1,0.0585585585585584,109437.42040516235
VALE3-50,1.015,15,SVC,2005-03-01,1,0.1066048667439165,109437.42040516235
VALE3-50,1.015,15,SVC,2005-03-02,1,0.0437158469945355,114221.56993107109
VALE3-50,1.015,15,SVC,2005-03-03,1,0.0369163952225841,114221.56993107109
VALE3-50,1.015,15,SVC,2005-03-04,1,-0.063157894736842,114221.56993107109
VALE3-50,1.015,15,SVC,2005-03-07,1,-0.0430570505920343,114221.56993107109
VALE3-50,1.015,15,SVC,2005-03-08,1,0.0197152245345015,116473.47382894544
VALE3-50,1.015,15,SVC,2005-03-09,1,-0.0492341356673962,116473.47382894544
VALE3-50,1.015,15,SVC,2005-03-10,1,-0.0496688741721855,116473.47382894544
VALE3-50,1.015,15,SVC,2005-03-11,1,0.0157480314960629,116473.47382894544
VALE3-50,1.015,15,SVC,2005-03-14,1,0.0191873589164786,118708.2921755505
VALE3-50,1.015,15,SVC,2005-03-15,1,0.0436280137772673,118708.2921755505
VALE3-50,1.015,15,SVC,2005-03-16,1,0.0619158878504673,118708.2921755505
VALE3-50,1.015,15,SVC,2005-03-17,0,-0.0887902330743617,118708.2921755505
VALE3-50,1.015,20,RNA,2005-02-25,1,-0.0151351351351352,98486.48648648648
VALE3-50,1.015,20,RNA,2005-02-28,1,0.0585585585585584,98486.48648648648
VALE3-50,1.015,20,RNA,2005-03-01,1,0.1066048667439165,98486.48648648648
VALE3-50,1.015,20,RNA,2005-03-02,0,0.0437158469945355,98486.48648648648
VALE3-50,1.015,20,RNA,2005-03-03,1,0.0369163952225841,102122.25254570531
VALE3-50,1.015,20,RNA,2005-03-04,0,-0.063157894736842,102122.25254570531
VALE3-50,1.015,20,RNA,2005-03-07,0,-0.0430570505920343,102122.25254570531
VALE3-50,1.015,20,RNA,2005-03-08,0,0.0197152245345015,102122.25254570531
VALE3-50,1.015,20,RNA,2005-03-09,1,-0.0492341356673962,97094.35170920996
VALE3-50,1.015,20,RNA,2005-03-10,0,-0.0496688741721855,97094.35170920996
VALE3-50,1.015,20,RNA,2005-03-11,1,0.0157480314960629,97094.35170920996
VALE3-50,1.015,20,RNA,2005-03-14,1,0.0191873589164786,97094.35170920996
VALE3-50,1.015,20,RNA,2005-03-15,0,0.0436280137772673,97094.35170920996
VALE3-50,1.015,20,RNA,2005-03-16,1,0.0619158878504673,103106.03470055124
VALE3-50,1.015,20,RNA,2005-03-17,0,-0.0887902330743617,103106.03470055124
VALE3-50,1.015,20,Random Forest,2005-02-25,1,-0.0151351351351352,98486.48648648648
VALE3-50,1.015,20,Random Forest,2005-02-28,1,0.0585585585585584,98486.48648648648
VALE3-50,1.015,20,Random Forest,2005-03-01,1,0.1066048667439165,98486.48648648648
VALE3-50,1.015,20,Random Forest,2005-03-02,1,0.0437158469945355,98486.48648648648
VALE3-50,1.015,20,Random Forest,2005-03-03,1,0.0369163952225841,102122.25254570531
VALE3-50,1.015,20,Random Forest,2005-03-04,0,-0.063157894736842,102122.25254570531
VALE3-50,1.015,20,Random Forest,2005-03-07,1,-0.0430570505920343,102122.25254570531
VALE3-50,1.015,20,Random Forest,2005-03-08,1,0.0197152245345015,102122.25254570531
VALE3-50,1.015,20,Random Forest,2005-03-09,1,-0.0492341356673962,97094.35170920996
VALE3-50,1.015,20,Random Forest,2005-03-10,1,-0.0496688741721855,97094.35170920996
VALE3-50,1.015,20,Random Forest,2005-03-11,1,0.0157480314960629,97094.35170920996
VALE3-50,1.015,20,Random Forest,2005-03-14,1,0.0191873589164786,97094.35170920996
VALE3-50,1.015,20,Random Forest,2005-03-15,1,0.0436280137772673,101330.38542327422
VALE3-50,1.015,20,Random Forest,2005-03-16,1,0.0619158878504673,101330.38542327422
VALE3-50,1.015,20,Random Forest,2005-03-17,0,-0.0887902330743617,101330.38542327422
VALE3-50,1.015,20,SVC,2005-02-25,1,-0.0151351351351352,98486.48648648648
VALE3-50,1.015,20,SVC,2005-02-28,1,0.0585585585585584,98486.48648648648
VALE3-50,1.015,20,SVC,2005-03-01,1,0.1066048667439165,98486.48648648648
VALE3-50,1.015,20,SVC,2005-03-02,1,0.0437158469945355,98486.48648648648
VALE3-50,1.015,20,SVC,2005-03-03,1,0.0369163952225841,102122.25254570531
VALE3-50,1.015,20,SVC,2005-03-04,0,-0.063157894736842,102122.25254570531
VALE3-50,1.015,20,SVC,2005-03-07,0,-0.0430570505920343,102122.25254570531
VALE3-50,1.015,20,SVC,2005-03-08,1,0.0197152245345015,102122.25254570531
VALE3-50,1.015,20,SVC,2005-03-09,1,-0.0492341356673962,97094.35170920996
VALE3-50,1.015,20,SVC,2005-03-10,1,-0.0496688741721855,97094.35170920996
VALE3-50,1.015,20,SVC,2005-03-11,1,0.0157480314960629,97094.35170920996
VALE3-50,1.015,20,SVC,2005-03-14,1,0.0191873589164786,97094.35170920996
VALE3-50,1.015,20,SVC,2005-03-15,0,0.0436280137772673,97094.35170920996
VALE3-50,1.015,20,SVC,2005-03-16,0,0.0619158878504673,97094.35170920996
VALE3-50,1.015,20,SVC,2005-03-17,0,-0.0887902330743617,88473.32159074515
VALE3-50,1.015,25,RNA,2005-03-04,0,-0.063157894736842,100000.0
VALE3-50,1.015,25,RNA,2005-03-07,0,-0.0430570505920343,100000.0
VALE3-50,1.015,25,RNA,2005-03-08,0,0.0197152245345015,100000.0
VALE3-50,1.015,25,RNA,2005-03-09,1,-0.0492341356673962,95076.58643326038
VALE3-50,1.015,25,RNA,2005-03-10,0,-0.0496688741721855,95076.58643326038
VALE3-50,1.015,25,RNA,2005-03-11,1,0.0157480314960629,96573.85551094952
VALE3-50,1.015,25,RNA,2005-03-14,1,0.0191873589164786,96573.85551094952
VALE3-50,1.015,25,RNA,2005-03-15,1,0.0436280137772673,96573.85551094952
VALE3-50,1.015,25,RNA,2005-03-16,1,0.0619158878504673,102553.31151805271
VALE3-50,1.015,25,RNA,2005-03-17,0,-0.0887902330743617,102553.31151805271
VALE3-50,1.015,25,Random Forest,2005-03-04,0,-0.063157894736842,100000.0
VALE3-50,1.015,25,Random Forest,2005-03-07,1,-0.0430570505920343,95694.29494079656
VALE3-50,1.015,25,Random Forest,2005-03-08,0,0.0197152245345015,95694.29494079656
VALE3-50,1.015,25,Random Forest,2005-03-09,0,-0.0492341356673962,95694.29494079656
VALE3-50,1.015,25,Random Forest,2005-03-10,1,-0.0496688741721855,90941.26704638614
VALE3-50,1.015,25,Random Forest,2005-03-11,1,0.0157480314960629,90941.26704638614
VALE3-50,1.015,25,Random Forest,2005-03-14,1,0.0191873589164786,90941.26704638614
VALE3-50,1.015,25,Random Forest,2005-03-15,0,0.0436280137772673,90941.26704638614
VALE3-50,1.015,25,Random Forest,2005-03-16,1,0.0619158878504673,96571.97633780958
VALE3-50,1.015,25,Random Forest,2005-03-17,0,-0.0887902330743617,96571.97633780958
VALE3-50,1.015,25,SVC,2005-03-04,1,-0.063157894736842,93684.2105263158
VALE3-50,1.015,25,SVC,2005-03-07,0,-0.0430570505920343,93684.2105263158
VALE3-50,1.015,25,SVC,2005-03-08,1,0.0197152245345015,93684.2105263158
VALE3-50,1.015,25,SVC,2005-03-09,1,-0.0492341356673962,93684.2105263158
VALE3-50,1.015,25,SVC,2005-03-10,1,-0.0496688741721855,89031.02126176369
VALE3-50,1.015,25,SVC,2005-03-11,1,0.0157480314960629,89031.02126176369
VALE3-50,1.015,25,SVC,2005-03-14,1,0.0191873589164786,89031.02126176369
VALE3-50,1.015,25,SVC,2005-03-15,1,0.0436280137772673,89031.02126176369
VALE3-50,1.015,25,SVC,2005-03-16,1,0.0619158878504673,94543.45598941961
VALE3-50,1.015,25,SVC,2005-03-17,1,-0.0887902330743617,94543.45598941961
VALE3-50,1.02,15,RNA,2005-02-18,1,0.1712158808933002,117121.58808933002
VALE3-50,1.02,15,RNA,2005-02-21,1,0.0907003444316876,117121.58808933002
VALE3-50,1.02,15,RNA,2005-02-22,1,0.0982658959537572,117121.58808933002
VALE3-50,1.02,15,RNA,2005-02-23,1,0.0602678571428569,117121.58808933002
VALE3-50,1.02,15,RNA,2005-02-24,0,-0.0656084656084655,117121.58808933002
VALE3-50,1.02,15,RNA,2005-02-25,1,-0.0151351351351352,115348.93702635636
VALE3-50,1.02,15,RNA,2005-02-28,1,0.0585585585585584,115348.93702635636
VALE3-50,1.02,15,RNA,2005-03-01,0,0.1066048667439165,115348.93702635636
