ativo|target|data|Close|Open|Low|High|ln_open|ln_high|log_return|log_return_binario|esmble_jan_tot|esmble_jan_par|in_precision|compra_esmble_jan_tot|rend_decisao_esmble_jan_tot|dias_esmble_jan_tot|venda_esmble_jan_tot|compra_esmble_jan_par|rend_decisao_esmble_jan_par|dias_esmble_jan_par|venda_esmble_jan_par|compra_in_precision|rend_decisao_in_precision|dias_in_precision|venda_in_precision
VALE3|1.01|2020-09-23|37.206892|36.306623|35.922593|37.527966|3.592000176419135|3.6250864150355526|0.0330862386164176|1|1|1|1.0|36.892355|0.01722879984213524|0.0|37.26127855|36.892355|0.01722879984213524|0.0|37.26127855|36.892355|0.01722879984213524|0.0|37.26127855
VALE3|1.01|2020-09-24|36.929886|37.578331|36.791383|37.634991|3.626427581077846|3.627934229347367|0.0015066482695216|0|1|1|1.0|37.578331|0.0015077838342527992|1.0|0.0|37.578331|0.0015077838342527992|1.0|0.0|37.578331|0.0015077838342527992|1.0|0.0
VALE3|1.01|2020-09-25|37.301325|36.734723|36.640289|37.427237|3.603722438551093|3.622398701398456|0.0186762628473631|1|1|1|1.0|37.578331|-0.0040207746320612405|2.0|0.0|37.578331|-0.0040207746320612405|2.0|0.0|37.578331|-0.0040207746320612405|2.0|0.0
VALE3|1.01|2020-09-28|37.005433|37.73572|36.955068|37.924588|3.630607125984112|3.6355996616291137|0.0049925356450013|0|1|1|1.0|37.578331|0.009214272980883622|3.0|0.0|37.578331|0.009214272980883622|3.0|0.0|37.578331|0.009214272980883622|3.0|0.0
VALE3|1.01|2020-09-29|36.734723|36.973955|36.734723|37.748312|3.6102137458580574|3.6309407594634897|0.0207270136054322|1|1|1|1.0|37.578331|0.004523378113839062|4.0|36.734723|37.578331|0.004523378113839062|4.0|36.734723|37.578331|0.004523378113839062|4.0|36.734723
VALE3|1.01|2020-09-30|37.213187|37.276143|36.986546|37.943475|3.6183535241645752|3.6360975522999266|0.0177440281353513|1|1|1|1.0|37.276143|0.017902388667196654|0.0|37.648904429999995|37.276143|0.017902388667196654|0.0|37.648904429999995|37.276143|0.017902388667196654|0.0|37.648904429999995
VALE3|1.01|2020-10-01|37.055798|37.477602|36.526969|37.67906|3.623743474533609|3.629104502475539|0.0053610279419298|0|1|1|1.0|37.477602|0.005375423966560143|1.0|0.0|37.477602|0.005375423966560143|1.0|0.0|37.477602|0.005375423966560143|1.0|0.0
VALE3|1.01|2020-10-02|36.715836|36.898408|36.583629|37.420941|3.608168406484332|3.622230467509988|0.0140620610256561|1|1|1|1.0|37.477602|-0.0015118630055359012|2.0|0.0|37.477602|-0.0015118630055359012|2.0|0.0|37.477602|-0.0015118630055359012|2.0|0.0
VALE3|1.01|2020-10-05|37.515375|37.08098|36.986546|37.672765|3.6131041696903687|3.6289374195942776|0.0158332499039088|1|1|1|1.0|37.477602|0.005207456976569656|3.0|0.0|37.477602|0.005207456976569656|3.0|0.0|37.477602|0.005207456976569656|3.0|0.0
VALE3|1.01|2020-10-06|36.904704|37.77979|36.646585|37.94977|3.631774303561356|3.6362634432172127|0.0044891396558566|0|1|1|1.0|37.477602|0.012598671601240749|0.0|37.852378019999996|37.477602|0.012598671601240749|0.0|37.852378019999996|37.477602|0.012598671601240749|0.0|37.852378019999996
VALE3|1.01|2020-10-07|37.880519|37.232074|37.118753|38.251958|3.6171705940955623|3.644194748504888|0.0270241544093257|1|1|1|1.0|37.232074|0.0273926185256294|0.0|37.60439474|37.232074|0.0273926185256294|0.0|37.60439474|37.232074|0.0273926185256294|0.0|37.60439474
VALE3|1.01|2020-10-08|38.585624|37.993839|37.811267|38.711536|3.637424015002693|3.656137643471676|0.0187136284689826|1|1|1|1.0|37.993839|0.01888982579517698|0.0|38.37377739|37.993839|0.01888982579517698|0.0|38.37377739|37.993839|0.01888982579517698|0.0|38.37377739
VALE3|1.01|2020-10-09|38.780787|38.837447|38.308618|38.994837|3.65938491005779|3.663429252750645|0.0040443426928549|0|1|1|1.0|38.837447|0.004052532083275182|1.0|0.0|38.837447|0.004052532083275182|1.0|0.0|38.837447|0.004052532083275182|1.0|0.0
