ativo,target,data,RNA_60,RNA_75,RNA_90,RandomForest_60,RandomForest_75,RandomForest_90,SVC_60,SVC_75,SVC_90,melhor_precision
VALE3,1.01,2020-02-20,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,0.9420289855072465,0.951219512195122,0.8666666666666667,0.8666666666666667,0.8666666666666667,RandomForest_60
VALE3,1.01,2020-02-21,0.8833333333333333,0.88,0.8777777777777778,1.0,0.9428571428571428,0.9404761904761904,0.8833333333333333,0.88,0.8777777777777778,RandomForest_60
VALE3,1.01,2020-02-26,0.8833333333333333,0.8933333333333333,0.8888888888888888,1.0,1.0,0.9523809523809524,0.8833333333333333,0.8933333333333333,0.8888888888888888,RandomForest_60 | RandomForest_75
VALE3,1.01,2020-02-27,0.8833333333333333,0.8933333333333333,0.8888888888888888,1.0,1.0,0.963855421686747,0.8833333333333333,0.9305555555555556,0.8888888888888888,RandomForest_60 | RandomForest_75
VALE3,1.01,2020-02-28,0.8813559322033898,0.8783783783783784,0.8888888888888888,1.0,1.0,0.975609756097561,0.8833333333333333,0.88,0.8888888888888888,RandomForest_60 | RandomForest_75
VALE3,1.01,2020-03-02,0.8833333333333333,0.8666666666666667,0.8809523809523809,1.0,1.0,0.9876543209876544,0.8833333333333333,0.8666666666666667,0.8888888888888888,RandomForest_60 | RandomForest_75
VALE3,1.01,2020-03-03,0.8928571428571429,0.8666666666666667,0.8888888888888888,1.0,0.9420289855072465,0.975609756097561,0.8833333333333333,0.8666666666666667,0.8888888888888888,RandomForest_60
VALE3,1.01,2020-03-04,0.8833333333333333,0.8666666666666667,0.8837209302325582,1.0,0.9420289855072465,0.975609756097561,0.8833333333333333,0.8666666666666667,0.8888888888888888,RandomForest_60
VALE3,1.01,2020-03-05,0.9,0.8783783783783784,0.9090909090909092,1.0,0.9565217391304348,1.0,0.9,0.88,0.9,RandomForest_60 | RandomForest_90
VALE3,1.01,2020-03-06,0.9,0.9041095890410958,0.8888888888888888,0.9642857142857144,0.9565217391304348,1.0,0.9,0.88,0.9186046511627908,RandomForest_90
VALE3,1.01,2020-03-09,0.9,0.88,0.9294117647058824,1.0,1.0,1.0,0.9,0.88,0.9186046511627908,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.01,2020-03-10,0.8833333333333333,0.88,0.8777777777777778,0.9464285714285714,1.0,1.0,0.913793103448276,0.88,0.8777777777777778,RandomForest_75 | RandomForest_90
VALE3,1.01,2020-03-11,0.8833333333333333,0.88,0.8674698795180723,0.9636363636363636,1.0,0.9285714285714286,0.913793103448276,0.88,0.9166666666666666,RandomForest_75
VALE3,1.01,2020-03-12,0.8833333333333333,0.88,0.8666666666666667,1.0,0.9705882352941176,0.9873417721518988,0.913793103448276,0.88,0.9166666666666666,RandomForest_60
VALE3,1.01,2020-03-13,0.8833333333333333,0.8888888888888888,0.8651685393258427,0.9464285714285714,0.9428571428571428,0.9285714285714286,0.9464285714285714,0.88,0.9166666666666666,RandomForest_60 | SVC_60
VALE3,1.01,2020-03-16,0.8833333333333333,0.88,0.8666666666666667,1.0,0.9850746268656716,0.9629629629629628,0.912280701754386,0.88,0.8666666666666667,RandomForest_60
VALE3,1.01,2020-03-17,0.8833333333333333,0.88,0.8666666666666667,0.9298245614035088,1.0,0.9285714285714286,0.9464285714285714,0.9428571428571428,0.8666666666666667,RandomForest_75
VALE3,1.01,2020-03-18,0.8846153846153846,0.88,0.9069767441860463,0.9298245614035088,0.9565217391304348,0.9285714285714286,0.8833333333333333,0.88,0.8666666666666667,RandomForest_75
VALE3,1.01,2020-03-19,0.913793103448276,0.88,0.8666666666666667,0.9298245614035088,0.9850746268656716,0.9629629629629628,0.8833333333333333,0.88,0.8666666666666667,RandomForest_75
VALE3,1.01,2020-03-20,0.8793103448275862,0.9,0.8636363636363636,0.9285714285714286,0.9705882352941176,0.9620253164556962,0.8666666666666667,0.88,0.9156626506024096,RandomForest_75
VALE3,1.01,2020-03-23,0.864406779661017,0.88,0.9058823529411764,1.0,1.0,1.0,0.85,0.88,0.9156626506024096,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.01,2020-03-24,0.8928571428571429,0.8823529411764706,0.96,1.0,1.0,1.0,0.925925925925926,0.88,0.9156626506024096,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.01,2020-03-25,0.85,0.8918918918918919,0.9047619047619048,1.0,1.0,1.0,0.85,0.88,0.9625,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.01,2020-03-26,0.86,0.8767123287671232,0.9047619047619048,0.9272727272727272,0.9428571428571428,0.9871794871794872,0.85,0.88,0.9625,RandomForest_90
VALE3,1.01,2020-03-27,0.8771929824561403,0.8783783783783784,0.8444444444444444,0.9272727272727272,0.9552238805970148,0.9743589743589745,0.9090909090909092,0.8666666666666667,0.9036144578313252,RandomForest_90
